an,4313,59,4067
ap,820547,6676,788375
ar,14752,37,12777
as,205910,930,194665
br,215964,1084,206625
ch,14351,225,13469
ct,185306,2038,160918
dateymd,32320,32320,32320
dd,0,0,0
dl,381644,6470,342811
dn,3242,2,3151
ga,43416,602,40409
gj,172008,3713,155208
hp,21577,306,18518
hr,165467,1777,151838
jh,101262,883,95208
jk,94330,1471,86024
ka,820398,10551,749741
kl,425122,1457,332989
la,6194,74,5493
ld,0,0,0
mh,1672858,43836,1503050
ml,9334,87,7986
mn,18270,164,13805
mp,170690,2942,158455
mz,2694,1,2270
nl,8908,33,7229
or,288646,1361,273838
pb,133158,4187,124870
py,34906,592,30571
rj,195213,1898,178054
sk,3926,67,3510
tg,236677,1330,217401
tn,722011,11091,687388
tr,30659,343,28714
tt,8135422,121089,7430738
un,0,0,0
up,480082,7007,448644
ut,61915,1011,56779
wb,369672,6784,325888
