an,4985,62,4888
ap,886227,7142,877443
ar,16812,56,16704
as,216782,1080,213081
br,259072,1461,254508
ch,20595,330,20080
ct,294355,3575,284848
dateymd,195959,195959,195959
dd,0,0,0
dl,632821,10764,619723
dn,3370,2,3317
ga,52570,756,50952
gj,256851,4368,246619
hp,57019,955,55429
hr,266581,2993,261750
jh,117862,1057,115683
jk,123538,1923,120512
ka,933077,11592,913013
kl,857380,3505,783388
la,9662,129,9454
ld,21,0,0
mh,1994977,50522,1894839
ml,13681,144,13348
mn,28898,367,28298
mp,252186,3764,242691
mz,4329,9,4251
nl,12029,82,11724
or,333566,1955,330051
pb,170937,5516,163009
py,38704,643,37760
rj,315603,2752,308537
sk,6066,131,5671
tg,291618,1581,286542
tn,831866,12281,814098
tr,33331,388,32882
tt,10595722,152162,10244934
un,0,0,0
up,597238,8584,580482
ut,95039,1619,90141
wb,566074,10074,549218
