an,5010,62,4940
ap,889192,7167,881439
ar,16833,56,16772
as,217278,1096,214676
br,262066,1534,260030
ch,21371,348,20854
ct,310732,3795,303835
dateymd,260631,260631,260631
dd,0,0,0
dl,637755,10898,625832
dn,3380,2,3332
ga,54523,787,53243
gj,266820,4403,260748
hp,58366,981,57085
hr,269609,3042,265750
jh,119540,1084,118022
jk,125783,1954,123129
ka,947736,11703,929448
kl,1030587,4073,967625
la,9786,130,9616
ld,277,0,189
mh,2093913,51752,1992530
ml,13923,148,13693
mn,29229,373,28776
mp,259128,3851,253284
mz,4407,10,4377
nl,12154,85,11930
or,336578,1967,334053
pb,178111,5748,169480
py,39567,662,38713
rj,319461,2785,315366
sk,6142,135,5844
tg,296918,1623,294097
tn,847823,12457,831246
tr,33388,388,32938
tt,10990330,155745,10687356
un,0,0,0
up,602706,8714,591559
ut,96657,1686,93150
wb,573581,10246,559755
