an,7402,127,7168
ap,1850545,12319,1775176
ar,33079,159,30404
as,482400,4213,444743
br,719694,9550,706955
ch,61404,805,60246
ct,990675,13387,968096
dateymd,503151,503151,503151
dd,0,0,0
dl,1432292,24914,1405287
dn,10376,4,10332
ga,164436,2990,158178
gj,822333,10031,806196
hp,200410,3426,194214
hr,767418,9246,755680
jh,344517,5099,337849
jk,311794,4252,298911
ka,2806453,33294,2645736
kl,2809394,12059,2690953
la,19805,202,19300
ld,9443,46,9042
mh,5972781,117960,5719457
ml,45257,780,39834
mn,64057,1047,53406
mp,789261,8768,778280
mz,16943,82,13390
nl,24211,463,21201
or,877502,3643,840214
pb,592303,15826,569056
py,114845,1723,109556
rj,951105,8895,939121
sk,19310,293,16055
tg,612685,3567,591870
tn,2422497,31197,2321928
tr,62145,643,57025
tt,29933482,387571,28836502
un,0,0,0
up,1704358,22178,1677611
ut,338644,7035,322689
wb,1481708,17348,1441343
