an,4042,55,3787
ap,767447,6319,719477
ar,12768,29,9694
as,198108,838,168069
br,199549,967,187998
ch,13403,199,12119
ct,150696,1339,121548
dd,0,0,0
dl,317548,5898,289747
dn,3167,2,3048
ga,39438,519,34731
gj,155097,3597,136644
hp,18008,250,15215
hr,145507,1614,133705
jh,94344,811,86367
jk,85409,1352,74318
ka,735371,9609,611168
kl,310140,1066,215144
la,5304,64,4261
ld,0,0,0
mh,1554389,40858,1316769
ml,7991,70,5582
mn,14092,103,10915
mp,155276,2687,138158
mz,2212,0,2108
nl,7416,17,5860
or,259541,1125,235763
pb,125760,3925,114075
py,32243,568,27146
rj,165240,1694,141825
sk,3472,59,2995
tg,215728,1241,191269
tn,670392,10423,617403
tr,28855,315,25018
tt,7304432,110724,6380422
un,0,0,0
up,444711,6507,401306
ut,56070,796,48806
wb,305698,5808,268384
