an,5,0,0
ap,618,3,785
ar,24,0,7
as,146,1,178
br,690,3,707
ch,83,1,147
ct,1421,13,1146
dateymd,2020,2020,2020
dd,0,0,0
dl,2463,50,4177
dn,3,0,0
ga,101,2,132
gj,1318,13,1550
hp,729,12,819
hr,1400,26,1588
jh,191,3,202
jk,369,6,342
ka,1279,20,3218
kl,4875,35,4647
la,76,0,48
ld,0,0,0
mh,4981,75,5111
ml,101,0,169
mn,138,7,135
mp,1272,8,1323
mz,9,0,18
nl,29,0,62
or,386,5,442
pb,597,16,530
py,28,0,46
rj,1511,17,2577
sk,24,0,19
tg,721,3,753
tn,1232,14,1315
tr,20,0,44
tt,31637,413,37693
un,0,0,0
up,1326,20,2022
ut,515,13,425
wb,2956,47,3009
