an,26,1,44
ap,10392,72,8454
ar,148,0,96
as,3555,8,1834
br,1969,13,1803
ch,239,2,119
ct,2296,12,653
dd,0,0,0
dl,2509,19,1858
dn,44,0,17
ga,636,10,209
gj,1305,12,1141
hp,161,1,69
hr,1792,15,1040
jh,1029,10,1598
jk,641,15,595
ka,9860,0,6287
kl,1547,7,2129
la,52,0,29
ld,0,0,0
mh,17433,292,13959
ml,77,1,83
mn,125,0,157
mp,1424,27,1132
mz,8,0,49
nl,14,0,22
or,3219,11,3303
pb,1481,106,1595
py,391,13,293
rj,1511,12,2550
sk,34,0,23
tg,2892,10,2240
tn,5990,98,5891
tr,566,5,193
tt,82860,913,67874
un,0,0,0
up,5682,74,4687
ut,836,11,425
wb,2976,56,3297
