an,28,1,61
ap,10004,85,8772
ar,78,0,63
as,3266,10,1531
br,1324,6,2267
ch,191,4,135
ct,1411,8,686
dd,0,0,0
dl,1358,18,1507
dn,27,0,39
ga,414,9,391
gj,1280,14,1025
hp,171,3,65
hr,1450,7,1052
jh,3221,7,695
jk,535,9,505
ka,6495,113,7238
kl,1530,7,1693
la,43,0,117
ld,0,0,0
mh,11852,184,11158
ml,25,0,113
mn,140,0,91
mp,1532,20,1190
mz,3,0,0
nl,28,0,41
or,2602,10,4053
pb,1466,49,1280
py,284,7,366
rj,1466,13,1719
sk,25,0,5
tg,1873,9,1849
tn,5956,91,6008
tr,321,5,201
tt,68766,816,64435
un,0,0,0
up,4782,63,4597
ut,592,12,604
wb,2993,52,3318
