an,1,0,6
ap,2010,20,1956
ar,342,3,325
as,1276,21,1791
br,76,0,80
ch,5,0,6
ct,164,1,327
dateymd,2021,2021,2021
dd,0,0,0
dl,67,3,61
dn,3,0,5
ga,81,2,127
gj,28,0,39
hp,116,2,84
hr,32,3,28
jh,27,1,36
jk,160,1,144
ka,1531,19,1430
kl,22056,131,17761
la,6,0,12
ld,6,1,11
mh,6857,286,6105
ml,541,8,409
mn,1003,12,871
mp,11,1,18
mz,727,1,424
nl,114,2,75
or,1703,69,1699
pb,65,5,84
py,97,1,96
rj,30,0,40
sk,240,0,198
tg,657,2,578
tn,1756,29,2394
tr,415,1,344
tt,43165,640,38537
un,0,0,0
up,87,1,116
ut,60,0,46
wb,815,14,811
